StockCode,text,description,category,seasonality,gifting,perishability,price_tier,impulse,substitute_group
20975,Pack of 12 small red retrospot pencils Category: stationery. Seasonality: none. Gifting: low. Price tier: budget. Impulse: high. Substitute group: pencils.,Pack of 12 small red retrospot pencils,stationery,none,low,semi_durable,budget,high,pencils
21124,Set of ten blue spotty party candles Category: party. Seasonality: none. Gifting: low. Price tier: budget. Impulse: high. Substitute group: party_candles.,Set of ten blue spotty party candles,party,none,low,semi_durable,budget,high,party_candles
85042,Antique lily-design fairy lights Category: lighting. Seasonality: none. Gifting: medium. Price tier: mid. Impulse: medium. Substitute group: string_lights.,Antique lily-design fairy lights,lighting,none,medium,durable,mid,medium,string_lights
22750,Felt craft Princess Lola doll Category: craft. Seasonality: none. Gifting: medium. Price tier: mid. Impulse: medium. Substitute group: felt_doll.,Felt craft Princess Lola doll,craft,none,medium,durable,mid,medium,felt_doll
21937,Strawberry design insulated picnic bag Category: bags. Seasonality: spring_summer. Gifting: medium. Price tier: mid. Impulse: medium. Substitute group: picnic_bag.,Strawberry design insulated picnic bag,bags,spring_summer,medium,durable,mid,medium,picnic_bag
21154,Red retrospot oven glove Category: kitchenware. Seasonality: none. Gifting: low. Price tier: budget. Impulse: medium. Substitute group: oven_glove.,Red retrospot oven glove,kitchenware,none,low,durable,budget,medium,oven_glove
22968,Rose cottage design keepsake box Category: home_storage. Seasonality: none. Gifting: high. Price tier: premium. Impulse: low. Substitute group: keepsake_box.,Rose cottage design keepsake box,home_storage,none,high,durable,premium,low,keepsake_box
21787,Retrospot design rain poncho Category: accessories. Seasonality: none. Gifting: low. Price tier: budget. Impulse: high. Substitute group: poncho.,Retrospot design rain poncho,accessories,none,low,semi_durable,budget,high,poncho
21428,Set of three green gingham flower book boxes Category: home_storage. Seasonality: none. Gifting: medium. Price tier: mid. Impulse: low. Substitute group: storage_boxes.,Set of three green gingham flower book boxes,home_storage,none,medium,durable,mid,low,storage_boxes
21242,Red retrospot ceramic plate Category: kitchenware. Seasonality: none. Gifting: low. Price tier: budget. Impulse: high. Substitute group: plate.,Red retrospot ceramic plate,kitchenware,none,low,durable,budget,high,plate
21326,Aged silver glass tealight holder Category: home_decor. Seasonality: none. Gifting: low. Price tier: budget. Impulse: high. Substitute group: tlight_holder.,Aged silver glass tealight holder,home_decor,none,low,durable,budget,high,tlight_holder
84212,Assorted flower colour Hawaiian leis Category: party. Seasonality: spring_summer. Gifting: low. Price tier: budget. Impulse: high. Substitute group: party_accessory.,Assorted flower colour Hawaiian leis,party,spring_summer,low,semi_durable,budget,high,party_accessory
22243,Five-hook hanger in red magic toadstool design Category: home_decor. Seasonality: none. Gifting: medium. Price tier: budget. Impulse: medium. Substitute group: hook_hanger.,Five-hook hanger in red magic toadstool design,home_decor,none,medium,durable,budget,medium,hook_hanger
22637,Retrospot design piggy bank Category: home_decor. Seasonality: none. Gifting: medium. Price tier: mid. Impulse: high. Substitute group: money_bank.,Retrospot design piggy bank,home_decor,none,medium,durable,mid,high,money_bank
84987,Set of 36 teatime paper doilies Category: baking. Seasonality: none. Gifting: low. Price tier: budget. Impulse: high. Substitute group: doilies.,Set of 36 teatime paper doilies,baking,none,low,semi_durable,budget,high,doilies
47567B,Tea Time design kitchen apron Category: kitchenware. Seasonality: none. Gifting: medium. Price tier: mid. Impulse: low. Substitute group: apron.,Tea Time design kitchen apron,kitchenware,none,medium,durable,mid,low,apron
22488,Natural slate rectangle chalkboard Category: home_decor. Seasonality: none. Gifting: low. Price tier: budget. Impulse: medium. Substitute group: chalkboard.,Natural slate rectangle chalkboard,home_decor,none,low,durable,budget,medium,chalkboard
22468,String of ten Babushka lights Category: lighting. Seasonality: none. Gifting: medium. Price tier: mid. Impulse: medium. Substitute group: string_lights.,String of ten Babushka lights,lighting,none,medium,durable,mid,medium,string_lights
22844,Vintage cream dog food storage container Category: pet. Seasonality: none. Gifting: medium. Price tier: mid. Impulse: low. Substitute group: pet_container.,Vintage cream dog food storage container,pet,none,medium,durable,mid,low,pet_container
21260,Vintage-style first aid storage tin Category: home_storage. Seasonality: none. Gifting: medium. Price tier: mid. Impulse: medium. Substitute group: storage_tin.,Vintage-style first aid storage tin,home_storage,none,medium,durable,mid,medium,storage_tin
23300,Gardener's kneeling pad with Cup Of Tea design Category: garden. Seasonality: spring_summer. Gifting: medium. Price tier: budget. Impulse: medium. Substitute group: kneeling_pad.,Gardener's kneeling pad with Cup Of Tea design,garden,spring_summer,medium,durable,budget,medium,kneeling_pad
22508,Retrospot heart fabric doorstop Category: home_decor. Seasonality: valentine. Gifting: medium. Price tier: mid. Impulse: medium. Substitute group: doorstop.,Retrospot heart fabric doorstop,home_decor,valentine,medium,durable,mid,medium,doorstop
21429,Red gingham rose jewellery box Category: home_storage. Seasonality: none. Gifting: high. Price tier: budget. Impulse: medium. Substitute group: jewellery_box.,Red gingham rose jewellery box,home_storage,none,high,durable,budget,medium,jewellery_box
22649,Strawberry fairy cake design teapot Category: kitchenware. Seasonality: none. Gifting: high. Price tier: mid. Impulse: low. Substitute group: teapot.,Strawberry fairy cake design teapot,kitchenware,none,high,durable,mid,low,teapot
22151,White heart place setting decoration Category: home_decor. Seasonality: valentine. Gifting: low. Price tier: budget. Impulse: high. Substitute group: place_setting.,White heart place setting decoration,home_decor,valentine,low,durable,budget,high,place_setting
22988,Soldiers design ceramic egg cup Category: kitchenware. Seasonality: none. Gifting: medium. Price tier: budget. Impulse: high. Substitute group: egg_cup.,Soldiers design ceramic egg cup,kitchenware,none,medium,durable,budget,high,egg_cup
22795,Sweetheart-style recipe book stand Category: kitchenware. Seasonality: none. Gifting: high. Price tier: mid. Impulse: low. Substitute group: book_stand.,Sweetheart-style recipe book stand,kitchenware,none,high,durable,mid,low,book_stand
22740,Novelty polka-dot pen Category: stationery. Seasonality: none. Gifting: low. Price tier: budget. Impulse: high. Substitute group: pen.,Novelty polka-dot pen,stationery,none,low,semi_durable,budget,high,pen
37370,Assorted retro coffee mugs Category: kitchenware. Seasonality: none. Gifting: medium. Price tier: budget. Impulse: high. Substitute group: mug.,Assorted retro coffee mugs,kitchenware,none,medium,durable,budget,high,mug
22694,Woven wicker star decoration Category: home_decor. Seasonality: christmas. Gifting: medium. Price tier: budget. Impulse: high. Substitute group: wicker_star.,Woven wicker star decoration,home_decor,christmas,medium,durable,budget,high,wicker_star
22663,Large reusable jumbo bag in Dolly Girl design Category: bags. Seasonality: none. Gifting: low. Price tier: budget. Impulse: high. Substitute group: jumbo_bag.,Large reusable jumbo bag in Dolly Girl design,bags,none,low,durable,budget,high,jumbo_bag
21735,Two-door curio display cabinet Category: home_storage. Seasonality: none. Gifting: high. Price tier: premium. Impulse: low. Substitute group: cabinet.,Two-door curio display cabinet,home_storage,none,high,durable,premium,low,cabinet
21172,Novelty party metal sign Category: home_decor. Seasonality: none. Gifting: medium. Price tier: budget. Impulse: high. Substitute group: metal_sign.,Novelty party metal sign,home_decor,none,medium,durable,budget,high,metal_sign
22768,Cornice-style family photo frame Category: home_decor. Seasonality: none. Gifting: high. Price tier: premium. Impulse: low. Substitute group: frame.,Cornice-style family photo frame,home_decor,none,high,durable,premium,low,frame
22950,Set of 36 vintage Christmas doilies Category: christmas_decor. Seasonality: christmas. Gifting: low. Price tier: budget. Impulse: high. Substitute group: doilies.,Set of 36 vintage Christmas doilies,christmas_decor,christmas,low,semi_durable,budget,high,doilies
21868,Potting shed design tea mug Category: kitchenware. Seasonality: none. Gifting: medium. Price tier: budget. Impulse: high. Substitute group: mug.,Potting shed design tea mug,kitchenware,none,medium,durable,budget,high,mug
47599A,Pink party bags Category: party. Seasonality: none. Gifting: low. Price tier: budget. Impulse: high. Substitute group: party_bag.,Pink party bags,party,none,low,semi_durable,budget,high,party_bag
22620,Set of four traditional wooden spinning tops Category: toys. Seasonality: none. Gifting: medium. Price tier: budget. Impulse: high. Substitute group: spinning_top.,Set of four traditional wooden spinning tops,toys,none,medium,durable,budget,high,spinning_top
21922,Union stripe fringed garden hammock Category: outdoor. Seasonality: spring_summer. Gifting: high. Price tier: mid. Impulse: low. Substitute group: hammock.,Union stripe fringed garden hammock,outdoor,spring_summer,high,durable,mid,low,hammock
22130,Party cone Christmas tree decoration Category: christmas_decor. Seasonality: christmas. Gifting: low. Price tier: budget. Impulse: high. Substitute group: christmas_decoration.,Party cone Christmas tree decoration,christmas_decor,christmas,low,durable,budget,high,christmas_decoration
72351B,Set of six pink butterfly tealights Category: candles. Seasonality: none. Gifting: low. Price tier: budget. Impulse: high. Substitute group: tlight_candles.,Set of six pink butterfly tealights,candles,none,low,semi_durable,budget,high,tlight_candles
22417,Pack of 60 Spaceboy paper cake cases Category: baking. Seasonality: none. Gifting: low. Price tier: budget. Impulse: high. Substitute group: cake_cases.,Pack of 60 Spaceboy paper cake cases,baking,none,low,semi_durable,budget,high,cake_cases
21833,Camouflage design LED torch Category: novelty. Seasonality: none. Gifting: medium. Price tier: budget. Impulse: high. Substitute group: torch.,Camouflage design LED torch,novelty,none,medium,durable,budget,high,torch
22812,Pack of three boxes of Christmas pannetone gift boxes Category: christmas_decor. Seasonality: christmas. Gifting: medium. Price tier: budget. Impulse: medium. Substitute group: gift_box.,Pack of three boxes of Christmas pannetone gift boxes,christmas_decor,christmas,medium,semi_durable,budget,medium,gift_box
23170,Regency-style tea plate with roses Category: kitchenware. Seasonality: none. Gifting: high. Price tier: budget. Impulse: medium. Substitute group: tea_plate.,Regency-style tea plate with roses,kitchenware,none,high,durable,budget,medium,tea_plate
20828,Glitter butterfly hair clips Category: accessories. Seasonality: none. Gifting: low. Price tier: mid. Impulse: high. Substitute group: hair_clips.,Glitter butterfly hair clips,accessories,none,low,durable,mid,high,hair_clips
21907,Novelty metal sign reading I'm On Holiday Category: home_decor. Seasonality: spring_summer. Gifting: medium. Price tier: budget. Impulse: high. Substitute group: metal_sign.,Novelty metal sign reading I'm On Holiday,home_decor,spring_summer,medium,durable,budget,high,metal_sign
22174,Photo cube picture frame Category: home_decor. Seasonality: none. Gifting: medium. Price tier: budget. Impulse: medium. Substitute group: frame.,Photo cube picture frame,home_decor,none,medium,durable,budget,medium,frame
21498,Red retrospot gift wrap Category: stationery. Seasonality: none. Gifting: low. Price tier: budget. Impulse: high. Substitute group: gift_wrap.,Red retrospot gift wrap,stationery,none,low,semi_durable,budget,high,gift_wrap
22904,Paper cut design calendar Category: stationery. Seasonality: none. Gifting: medium. Price tier: mid. Impulse: medium. Substitute group: calendar.,Paper cut design calendar,stationery,none,medium,semi_durable,mid,medium,calendar
21749,Large red retrospot garden windmill Category: garden. Seasonality: spring_summer. Gifting: low. Price tier: budget. Impulse: high. Substitute group: windmill.,Large red retrospot garden windmill,garden,spring_summer,low,durable,budget,high,windmill
21558,Skull lunch box with cutlery Category: kitchenware. Seasonality: none. Gifting: medium. Price tier: mid. Impulse: high. Substitute group: lunch_box.,Skull lunch box with cutlery,kitchenware,none,medium,durable,mid,high,lunch_box
22595,Gingham heart hanging decoration Category: home_decor. Seasonality: valentine. Gifting: low. Price tier: budget. Impulse: high. Substitute group: hanging_heart.,Gingham heart hanging decoration,home_decor,valentine,low,durable,budget,high,hanging_heart
22274,Felt craft Emily doll Category: craft. Seasonality: none. Gifting: medium. Price tier: mid. Impulse: medium. Substitute group: felt_doll.,Felt craft Emily doll,craft,none,medium,durable,mid,medium,felt_doll
22668,Pink baby bunting decoration Category: party. Seasonality: none. Gifting: high. Price tier: mid. Impulse: medium. Substitute group: bunting.,Pink baby bunting decoration,party,none,high,durable,mid,medium,bunting
21086,Set of six red spotty paper cups Category: party. Seasonality: none. Gifting: low. Price tier: budget. Impulse: high. Substitute group: paper_cups.,Set of six red spotty paper cups,party,none,low,semi_durable,budget,high,paper_cups
22466,Fairy tale cottage children's night light Category: lighting. Seasonality: none. Gifting: high. Price tier: budget. Impulse: medium. Substitute group: night_light.,Fairy tale cottage children's night light,lighting,none,high,durable,budget,medium,night_light
22418,Ten-colour Spaceboy pen Category: stationery. Seasonality: none. Gifting: low. Price tier: budget. Impulse: high. Substitute group: pen.,Ten-colour Spaceboy pen,stationery,none,low,semi_durable,budget,high,pen
22064,Pink doughnut-shaped trinket pot Category: home_decor. Seasonality: none. Gifting: low. Price tier: budget. Impulse: high. Substitute group: trinket_box.,Pink doughnut-shaped trinket pot,home_decor,none,low,durable,budget,high,trinket_box
21624,Vintage Union Jack fabric doorstop Category: home_decor. Seasonality: none. Gifting: medium. Price tier: mid. Impulse: medium. Substitute group: doorstop.,Vintage Union Jack fabric doorstop,home_decor,none,medium,durable,mid,medium,doorstop
22348,Red retrospot tea bag plate Category: kitchenware. Seasonality: none. Gifting: low. Price tier: budget. Impulse: high. Substitute group: tea_plate.,Red retrospot tea bag plate,kitchenware,none,low,durable,budget,high,tea_plate
21890,Set of six wooden skittles in a cotton bag Category: toys. Seasonality: none. Gifting: medium. Price tier: mid. Impulse: medium. Substitute group: skittles.,Set of six wooden skittles in a cotton bag,toys,none,medium,durable,mid,medium,skittles
21974,Set of 36 paisley flower paper doilies Category: baking. Seasonality: none. Gifting: low. Price tier: budget. Impulse: high. Substitute group: doilies.,Set of 36 paisley flower paper doilies,baking,none,low,semi_durable,budget,high,doilies
82001S,Silver vinyl record picture frame Category: home_decor. Seasonality: none. Gifting: medium. Price tier: mid. Impulse: medium. Substitute group: frame.,Silver vinyl record picture frame,home_decor,none,medium,durable,mid,medium,frame
22725,Chocolate-colour Bakelite-style retro alarm clock Category: home_decor. Seasonality: none. Gifting: high. Price tier: mid. Impulse: medium. Substitute group: alarm_clock.,Chocolate-colour Bakelite-style retro alarm clock,home_decor,none,high,durable,mid,medium,alarm_clock
22349,Dog bowl with chasing ball design Category: pet. Seasonality: none. Gifting: low. Price tier: mid. Impulse: medium. Substitute group: pet_bowl.,Dog bowl with chasing ball design,pet,none,low,durable,mid,medium,pet_bowl
20754,Retrospot red washing up gloves Category: home_utility. Seasonality: none. Gifting: low. Price tier: budget. Impulse: medium. Substitute group: washing_gloves.,Retrospot red washing up gloves,home_utility,none,low,semi_durable,budget,medium,washing_gloves
22645,Ceramic heart fairy cake money bank Category: home_decor. Seasonality: valentine. Gifting: medium. Price tier: budget. Impulse: high. Substitute group: money_bank.,Ceramic heart fairy cake money bank,home_decor,valentine,medium,durable,budget,high,money_bank
21982,Pack of 12 Suki design tissues Category: novelty. Seasonality: none. Gifting: low. Price tier: budget. Impulse: high. Substitute group: tissues.,Pack of 12 Suki design tissues,novelty,none,low,semi_durable,budget,high,tissues
22302,Coffee mug with pears design Category: kitchenware. Seasonality: none. Gifting: medium. Price tier: mid. Impulse: high. Substitute group: mug.,Coffee mug with pears design,kitchenware,none,medium,durable,mid,high,mug
22966,Gingerbread man cookie cutter Category: baking. Seasonality: christmas. Gifting: low. Price tier: budget. Impulse: high. Substitute group: cookie_cutters.,Gingerbread man cookie cutter,baking,christmas,low,durable,budget,high,cookie_cutters
22771,Clear acrylic Edwardian-style drawer knob Category: home_hardware. Seasonality: none. Gifting: low. Price tier: budget. Impulse: medium. Substitute group: drawer_knob.,Clear acrylic Edwardian-style drawer knob,home_hardware,none,low,durable,budget,medium,drawer_knob
23208,Insulated lunch bag in vintage leaf design Category: bags. Seasonality: none. Gifting: low. Price tier: budget. Impulse: high. Substitute group: lunch_bag.,Insulated lunch bag in vintage leaf design,bags,none,low,durable,budget,high,lunch_bag
22120,Wooden block letters spelling WELCOME Category: home_decor. Seasonality: none. Gifting: high. Price tier: premium. Impulse: low. Substitute group: block_word.,Wooden block letters spelling WELCOME,home_decor,none,high,durable,premium,low,block_word
22180,Retrospot design table lamp Category: lighting. Seasonality: none. Gifting: high. Price tier: premium. Impulse: low. Substitute group: lamp.,Retrospot design table lamp,lighting,none,high,durable,premium,low,lamp
22748,Poppy's Playhouse kitchen dolls house toy Category: toys. Seasonality: none. Gifting: high. Price tier: mid. Impulse: medium. Substitute group: dolls_house.,Poppy's Playhouse kitchen dolls house toy,toys,none,high,durable,mid,medium,dolls_house
20682,Red retrospot children's umbrella Category: accessories. Seasonality: none. Gifting: medium. Price tier: mid. Impulse: medium. Substitute group: umbrella.,Red retrospot children's umbrella,accessories,none,medium,durable,mid,medium,umbrella
22992,Revolver-shaped novelty wooden ruler Category: stationery. Seasonality: none. Gifting: low. Price tier: budget. Impulse: high. Substitute group: ruler.,Revolver-shaped novelty wooden ruler,stationery,none,low,durable,budget,high,ruler
21892,Traditional wooden catch cup game Category: toys. Seasonality: none. Gifting: medium. Price tier: budget. Impulse: high. Substitute group: wooden_game.,Traditional wooden catch cup game,toys,none,medium,durable,budget,high,wooden_game
21781,Ma Campagne wooden cutlery box Category: kitchenware. Seasonality: none. Gifting: high. Price tier: premium. Impulse: low. Substitute group: cutlery_box.,Ma Campagne wooden cutlery box,kitchenware,none,high,durable,premium,low,cutlery_box
20979,Tube of 36 red retrospot pencils Category: stationery. Seasonality: none. Gifting: low. Price tier: budget. Impulse: high. Substitute group: pencils.,Tube of 36 red retrospot pencils,stationery,none,low,semi_durable,budget,high,pencils
21531,Red retrospot sugar and jam bowl Category: kitchenware. Seasonality: none. Gifting: medium. Price tier: mid. Impulse: medium. Substitute group: sugar_bowl.,Red retrospot sugar and jam bowl,kitchenware,none,medium,durable,mid,medium,sugar_bowl
22089,Vintage paisley paper bunting Category: party. Seasonality: none. Gifting: low. Price tier: mid. Impulse: medium. Substitute group: bunting.,Vintage paisley paper bunting,party,none,low,semi_durable,mid,medium,bunting
21756,Wooden building blocks spelling the word BATH Category: bathroom. Seasonality: none. Gifting: high. Price tier: mid. Impulse: low. Substitute group: block_word.,Wooden building blocks spelling the word BATH,bathroom,none,high,durable,mid,low,block_word
22840,Vintage red round cake storage tin Category: kitchenware. Seasonality: none. Gifting: medium. Price tier: mid. Impulse: low. Substitute group: cake_tins.,Vintage red round cake storage tin,kitchenware,none,medium,durable,mid,low,cake_tins
84880,White wire egg holder rack Category: kitchenware. Seasonality: none. Gifting: medium. Price tier: mid. Impulse: low. Substitute group: egg_holder.,White wire egg holder rack,kitchenware,none,medium,durable,mid,low,egg_holder
22380,Spaceboy design children's toy tidy storage Category: home_storage. Seasonality: none. Gifting: medium. Price tier: mid. Impulse: medium. Substitute group: toy_tidy.,Spaceboy design children's toy tidy storage,home_storage,none,medium,durable,mid,medium,toy_tidy
21488,Hot water bottle with red and white scarf cover Category: home_comfort. Seasonality: none. Gifting: high. Price tier: mid. Impulse: medium. Substitute group: hot_water_bottle.,Hot water bottle with red and white scarf cover,home_comfort,none,high,durable,mid,medium,hot_water_bottle
84792,Enchanted bird five-hook coat hanger Category: home_decor. Seasonality: none. Gifting: medium. Price tier: mid. Impulse: low. Substitute group: coat_hanger.,Enchanted bird five-hook coat hanger,home_decor,none,medium,durable,mid,low,coat_hanger
21033,Large reusable jumbo bag in Charlie and Lola toys design Category: bags. Seasonality: none. Gifting: low. Price tier: mid. Impulse: high. Substitute group: jumbo_bag.,Large reusable jumbo bag in Charlie and Lola toys design,bags,none,low,durable,mid,high,jumbo_bag
22970,London bus design coffee mug Category: kitchenware. Seasonality: none. Gifting: medium. Price tier: mid. Impulse: high. Substitute group: mug.,London bus design coffee mug,kitchenware,none,medium,durable,mid,high,mug
22300,Coffee mug with dog and ball design Category: kitchenware. Seasonality: none. Gifting: medium. Price tier: mid. Impulse: high. Substitute group: mug.,Coffee mug with dog and ball design,kitchenware,none,medium,durable,mid,high,mug
22429,Cream enamel measuring jug Category: kitchenware. Seasonality: none. Gifting: medium. Price tier: mid. Impulse: low. Substitute group: jug.,Cream enamel measuring jug,kitchenware,none,medium,durable,mid,low,jug
22327,Set of four round snack boxes in skulls design Category: kitchenware. Seasonality: none. Gifting: medium. Price tier: mid. Impulse: medium. Substitute group: snack_boxes.,Set of four round snack boxes in skulls design,kitchenware,none,medium,durable,mid,medium,snack_boxes
22131,Set of three love heart food containers Category: kitchenware. Seasonality: valentine. Gifting: medium. Price tier: budget. Impulse: medium. Substitute group: food_container.,Set of three love heart food containers,kitchenware,valentine,medium,durable,budget,medium,food_container
23171,Green Regency-style tea plate Category: kitchenware. Seasonality: none. Gifting: high. Price tier: budget. Impulse: medium. Substitute group: tea_plate.,Green Regency-style tea plate,kitchenware,none,high,durable,budget,medium,tea_plate
22745,Poppy's Playhouse bedroom dolls house toy Category: toys. Seasonality: none. Gifting: high. Price tier: mid. Impulse: medium. Substitute group: dolls_house.,Poppy's Playhouse bedroom dolls house toy,toys,none,high,durable,mid,medium,dolls_house
79000,Moroccan-style tea glass Category: kitchenware. Seasonality: none. Gifting: low. Price tier: budget. Impulse: high. Substitute group: tea_glass.,Moroccan-style tea glass,kitchenware,none,low,durable,budget,high,tea_glass
22549,Picture dominoes game for children Category: toys. Seasonality: none. Gifting: medium. Price tier: budget. Impulse: high. Substitute group: wooden_game.,Picture dominoes game for children,toys,none,medium,durable,budget,high,wooden_game
23076,Ice cream sundae novelty lip gloss Category: novelty. Seasonality: none. Gifting: low. Price tier: budget. Impulse: high. Substitute group: lip_gloss.,Ice cream sundae novelty lip gloss,novelty,none,low,semi_durable,budget,high,lip_gloss
20677,Pink polka-dot ceramic bowl Category: kitchenware. Seasonality: none. Gifting: low. Price tier: budget. Impulse: high. Substitute group: bowl.,Pink polka-dot ceramic bowl,kitchenware,none,low,durable,budget,high,bowl
22942,String of ten Santa-shaped Christmas lights Category: christmas_decor. Seasonality: christmas. Gifting: high. Price tier: premium. Impulse: medium. Substitute group: string_lights.,String of ten Santa-shaped Christmas lights,christmas_decor,christmas,high,durable,premium,medium,string_lights
20829,Glitter hanging butterfly string decoration Category: home_decor. Seasonality: none. Gifting: low. Price tier: mid. Impulse: high. Substitute group: hanging_decoration.,Glitter hanging butterfly string decoration,home_decor,none,low,durable,mid,high,hanging_decoration
22665,Recipe box in blue sketchbook design Category: kitchenware. Seasonality: none. Gifting: high. Price tier: mid. Impulse: medium. Substitute group: recipe_box.,Recipe box in blue sketchbook design,kitchenware,none,high,durable,mid,medium,recipe_box
16014,Small Chinese-style scissors Category: stationery. Seasonality: none. Gifting: low. Price tier: budget. Impulse: high. Substitute group: scissors.,Small Chinese-style scissors,stationery,none,low,durable,budget,high,scissors
47570B,Tea Time design tablecloth Category: kitchenware. Seasonality: none. Gifting: medium. Price tier: premium. Impulse: low. Substitute group: tablecloth.,Tea Time design tablecloth,kitchenware,none,medium,durable,premium,low,tablecloth
35961,Folkart zinc heart Christmas decoration Category: christmas_decor. Seasonality: christmas. Gifting: low. Price tier: budget. Impulse: high. Substitute group: christmas_decoration.,Folkart zinc heart Christmas decoration,christmas_decor,christmas,low,durable,budget,high,christmas_decoration
22767,Cornice-style triple photo frame Category: home_decor. Seasonality: none. Gifting: high. Price tier: premium. Impulse: low. Substitute group: frame.,Cornice-style triple photo frame,home_decor,none,high,durable,premium,low,frame
82552,Novelty washroom metal sign Category: home_decor. Seasonality: none. Gifting: low. Price tier: budget. Impulse: high. Substitute group: metal_sign.,Novelty washroom metal sign,home_decor,none,low,durable,budget,high,metal_sign
20970,Pink floral felt craft shoulder bag Category: bags. Seasonality: none. Gifting: medium. Price tier: mid. Impulse: high. Substitute group: shoulder_bag.,Pink floral felt craft shoulder bag,bags,none,medium,durable,mid,high,shoulder_bag
84030E,English rose design hot water bottle Category: home_comfort. Seasonality: none. Gifting: high. Price tier: mid. Impulse: medium. Substitute group: hot_water_bottle.,English rose design hot water bottle,home_comfort,none,high,durable,mid,medium,hot_water_bottle
23175,Pink Regency-style ceramic milk jug Category: kitchenware. Seasonality: none. Gifting: high. Price tier: mid. Impulse: low. Substitute group: milk_jug.,Pink Regency-style ceramic milk jug,kitchenware,none,high,durable,mid,low,milk_jug
22978,Pantry design wooden rolling pin Category: kitchenware. Seasonality: none. Gifting: medium. Price tier: mid. Impulse: low. Substitute group: rolling_pin.,Pantry design wooden rolling pin,kitchenware,none,medium,durable,mid,low,rolling_pin
22121,Wooden block letters spelling NOEL Category: christmas_decor. Seasonality: christmas. Gifting: high. Price tier: mid. Impulse: medium. Substitute group: block_word.,Wooden block letters spelling NOEL,christmas_decor,christmas,high,durable,mid,medium,block_word
21716,Boys' vintage tin seaside bucket Category: toys. Seasonality: spring_summer. Gifting: medium. Price tier: mid. Impulse: high. Substitute group: seaside_bucket.,Boys' vintage tin seaside bucket,toys,spring_summer,medium,durable,mid,high,seaside_bucket
84692,Box of 24 cocktail parasols Category: party. Seasonality: spring_summer. Gifting: low. Price tier: budget. Impulse: high. Substitute group: party_accessory.,Box of 24 cocktail parasols,party,spring_summer,low,semi_durable,budget,high,party_accessory
21385,Ivory hanging heart decoration Category: home_decor. Seasonality: valentine. Gifting: medium. Price tier: budget. Impulse: high. Substitute group: hanging_heart.,Ivory hanging heart decoration,home_decor,valentine,medium,durable,budget,high,hanging_heart
22072,Red retrospot teacup and saucer Category: kitchenware. Seasonality: none. Gifting: high. Price tier: mid. Impulse: medium. Substitute group: teacup_saucer.,Red retrospot teacup and saucer,kitchenware,none,high,durable,mid,medium,teacup_saucer
21658,Glass beurre butter dish Category: kitchenware. Seasonality: none. Gifting: medium. Price tier: mid. Impulse: low. Substitute group: butter_dish.,Glass beurre butter dish,kitchenware,none,medium,durable,mid,low,butter_dish
22195,Large heart-shaped measuring spoons Category: kitchenware. Seasonality: valentine. Gifting: medium. Price tier: budget. Impulse: high. Substitute group: measuring_spoons.,Large heart-shaped measuring spoons,kitchenware,valentine,medium,durable,budget,high,measuring_spoons
22357,Kings Choice design biscuit storage tin Category: kitchenware. Seasonality: none. Gifting: medium. Price tier: mid. Impulse: medium. Substitute group: biscuit_tin.,Kings Choice design biscuit storage tin,kitchenware,none,medium,durable,mid,medium,biscuit_tin
22219,White lovebird hanging decoration Category: home_decor. Seasonality: valentine. Gifting: medium. Price tier: budget. Impulse: high. Substitute group: hanging_decoration.,White lovebird hanging decoration,home_decor,valentine,medium,durable,budget,high,hanging_decoration
84032A,Charlie and Lola pink children's hot water bottle Category: home_comfort. Seasonality: none. Gifting: high. Price tier: mid. Impulse: medium. Substitute group: hot_water_bottle.,Charlie and Lola pink children's hot water bottle,home_comfort,none,high,durable,mid,medium,hot_water_bottle
22839,Three-tier green and cream cake tin set Category: kitchenware. Seasonality: none. Gifting: high. Price tier: premium. Impulse: low. Substitute group: cake_tins.,Three-tier green and cream cake tin set,kitchenware,none,high,durable,premium,low,cake_tins
21745,Gaolers keys decorative garden ornament Category: garden. Seasonality: none. Gifting: medium. Price tier: mid. Impulse: low. Substitute group: garden_ornament.,Gaolers keys decorative garden ornament,garden,none,medium,durable,mid,low,garden_ornament
21243,Pink polka-dot ceramic plate Category: kitchenware. Seasonality: none. Gifting: low. Price tier: budget. Impulse: high. Substitute group: plate.,Pink polka-dot ceramic plate,kitchenware,none,low,durable,budget,high,plate
21041,Red retrospot double oven glove Category: kitchenware. Seasonality: none. Gifting: low. Price tier: mid. Impulse: medium. Substitute group: oven_glove.,Red retrospot double oven glove,kitchenware,none,low,durable,mid,medium,oven_glove
22656,Vintage blue kitchen cabinet furniture Category: furniture. Seasonality: none. Gifting: low. Price tier: premium. Impulse: low. Substitute group: cabinet.,Vintage blue kitchen cabinet furniture,furniture,none,low,durable,premium,low,cabinet
23319,Box of six mini 1950s Christmas crackers Category: christmas_decor. Seasonality: christmas. Gifting: medium. Price tier: budget. Impulse: high. Substitute group: crackers.,Box of six mini 1950s Christmas crackers,christmas_decor,christmas,medium,semi_durable,budget,high,crackers
22110,Bird house design hot water bottle Category: home_comfort. Seasonality: none. Gifting: medium. Price tier: mid. Impulse: medium. Substitute group: hot_water_bottle.,Bird house design hot water bottle,home_comfort,none,medium,durable,mid,medium,hot_water_bottle
